concept_id	conc_id	conc_name	orthographic	ipa	tokens	language_id	glottocode	collector	comment
fence	1690	FENCE	mana	ma na	m a + n a	KokborokRupini	rupi1234	MR	
fence	1690	FENCE	gw	gɯ	g ɯ	KokborokTripura	tipp1239	MR	
fern:fiddle.head	–	–	mwikhando	mɯi kʰan do	m ɯi + kʰ a n + d o	KauBruReang	hala1254	MR	
fern:fiddle.head	–	–	muikhumubuchuk	mui kʰu mu bu ʧʰuk	m ui + kʰ u + m u + b u + ʧʰ u k	KokborokDebbarma	debb1238	MR	
fern:fiddle.head	–	–	kokgwdon	kok gɯ don	k o k + g ɯ + d o n	KokborokRupini	rupi1234	MR	
fern:fiddle.head	–	–	muikhumubuchuk	mui kʰu mu bu ʧʰuk	m ui + kʰ u + m u + b u + ʧʰ u k	KokborokTripura	tipp1239	MR	
fern..general	–	–	muikhunchok	mui kʰun ʧʰok	m ui + kʰ u n + ʧʰ o k	KokborokDebbarma	debb1238	MR	
fern..general	–	–	kokgwdon	kok gɯ don	k o k + g ɯ + d o n	KokborokRupini	rupi1234	MR	
festival	131	FESTIVAL	pʰurbɯ	pʰurbɯ	pʰ u r + b ɯ	BodoKokrajhar	bodo1269	DG	
festival	131	FESTIVAL	mela	me la	m e + l a	KauBruReang	hala1254	MR	
festival	131	FESTIVAL	ter	ter	t e r	KokborokDebbarma	debb1238	MR	
festival	131	FESTIVAL	ter	ter	t e r	KokborokRupini	rupi1234	MR	
festival	131	FESTIVAL	ter	ter	t e r	KokborokTripura	tipp1239	MR	
few.in.number:to.be	1242	FEW	sisa	si sa	s i + s a	KauBruReang	hala1254	MR	
few.in.number:to.be	1242	FEW	kisa	ki sa	k i + s a	KokborokDebbarma	debb1238	MR	
few.in.number:to.be	1242	FEW	kisisa	ki si sa	k i + s i + s a	KokborokDebbarma	debb1238	MR	
few.in.number:to.be	1242	FEW	kistet	ki s tet	k i + s + t e t	KokborokRupini	rupi1234	MR	
few.in.number:to.be	1242	FEW	kisitet	ki si tet	k i + s i + t e t	KokborokRupini	rupi1234	MR	
few.in.number:to.be	1242	FEW	kiyasa	kija sa	k i j a + s a	KokborokTripura	tipp1239	MR	
field:jhum	2794	FIELD (UPLAND)	huk	huk	h u k	KauBruReang	hala1254	MR	
field:jhum	2794	FIELD (UPLAND)	huk	huk	h u k	KokborokDebbarma	debb1238	MR	
field:jhum	2794	FIELD (UPLAND)	huk	huk	h u k	KokborokRupini	rupi1234	MR	
field:jhum	2794	FIELD (UPLAND)	hu	hu	h u	KokborokTripura	tipp1239	MR	
field:paddy	140	PADDY FIELD	dubli	dubli	d u + b l i	BodoKokrajhar	bodo1269	DG	odd that this one isn't pothar or na
field:paddy	140	PADDY FIELD	kheto	kʰe to	kʰ e + t o	KauBruReang	hala1254	MR	
field:paddy	140	PADDY FIELD	kheto awar	kʰe to a war	kʰ e + t o + a + w a r	KokborokDebbarma	debb1238	MR	
field:paddy	140	PADDY FIELD	khet awar	kʰet a war	kʰ e t + a + w a r	KokborokRupini	rupi1234	MR	
field:paddy	140	PADDY FIELD	harung	ha ruŋ	h a + r u ŋ	KokborokTripura	tipp1239	MR	
field..general	212	FIELD	putʰar	putʰar	p u + tʰ a r	BodoKokrajhar	bodo1269	DG	Assamese borrowing of pɔtʰar পথাৰ
field..general	212	FIELD	nuhkhla	nuʔ kʰla	n u ʔ + kʰ l a	KauBruReang	hala1254	MR	
field..general	212	FIELD	panthor	pan tʰor	p a n + tʰ o r	KokborokDebbarma	debb1238	MR	
field..general	212	FIELD	panthwr	pan tʰɯr	p a n + tʰ ɯ r	KokborokRupini	rupi1234	MR	
field..general	212	FIELD	khwla	kʰɯ la	kʰ ɯ + l a	KokborokTripura	tipp1239	MR	
finger	1303	FINGER	asiʔ	asiʔ	a + s i ʔ	BodoKokrajhar	bodo1269	DG	
finger	1303	FINGER	yausoi	jau soi	j au + s oi	KauBruReang	hala1254	MR	
finger	1303	FINGER	yasi	ja si	j a + s i	KokborokDebbarma	debb1238	MR	
finger	1303	FINGER	jasi	ʧa si	ʧ a + s i	KokborokRupini	rupi1234	MR	
finger	1303	FINGER	yaisa bathai	jai sa ba tʰai	j ai + s a + b a + tʰ ai	KokborokTripura	tipp1239	MR	
finger::nail	1258	FINGERNAIL	asuɡur	asuɡur	a + s u + ɡ u r	BodoKokrajhar	bodo1269	DG	
finger::nail	1258	FINGERNAIL	yaswi yasku	ja sɯi ja s ku	j a + s ɯi + j a + s + k u	KauBruReang	hala1254	MR	
finger::nail	1258	FINGERNAIL	yaskur	jas kur	j a s + k u r	KokborokDebbarma	debb1238	MR	
finger::nail	1258	FINGERNAIL	jaskur	ʧas kur	ʧ a s + k u r	KokborokRupini	rupi1234	MR	
finger::nail	1258	FINGERNAIL	yaisuku	jai su ku	j ai + s u + k u	KokborokTripura	tipp1239	MR	
finger.:thumb	1781	THUMB	asibimaʔ	asibimaʔ	a + s i + b i + m a ʔ	BodoKokrajhar	bodo1269	DG	
finger.:thumb	1781	THUMB	yauhsoi khruhma	jauh soi kʰ ruh ma	j au ʔ + s oi + kʰ + r u ʔ + m a	KauBruReang	hala1254	MR	
finger.:thumb	1781	THUMB	yasima	ja si ma	j a + s i + m a	KokborokDebbarma	debb1238	MR	
finger.:thumb	1781	THUMB	jasima	ʧa si ma	ʧ a + s i + m a	KokborokRupini	rupi1234	MR	
finger.:thumb	1781	THUMB	yaisima	jai si ma	j ai + s i + m a	KokborokTripura	tipp1239	MR	
fire	221	FIRE	or	or	o r	BodoKokrajhar	bodo1269	DG	
fire	221	FIRE	or dzuŋnai	or dzuŋnai	o r + dz u ŋ + n ai	BodoKokrajhar	bodo1269	DG	
fire	221	FIRE	hor	hor	h o r	KauBruReang	hala1254	MR	
fire	221	FIRE	horslai	hor s lai	h o r + s + l ai	KauBruReang	hala1254	MR	
fire	221	FIRE	hor	hor	h o r	KokborokDebbarma	debb1238	MR	
fire	221	FIRE	horjlai	hor ʧ lai	h o r + ʧ + l ai	KokborokDebbarma	debb1238	MR	
fire	221	FIRE	horjwlai	hor ʧɯ lai	h o r + ʧ ɯ + l ai	KokborokDebbarma	debb1238	MR	
fire	221	FIRE	hor	hor	h o r	KokborokRupini	rupi1234	MR	
fire	221	FIRE	horswrai	hor sɯ rai	h o r + s ɯ + r ai	KokborokRupini	rupi1234	MR	
fire	221	FIRE	horchlai	hor ʧʰ lai	h o r + ʧʰ + l ai	KokborokRupini	rupi1234	MR	
fire	221	FIRE	hor	hor	h o r	KokborokTripura	tipp1239	MR	
fire	221	FIRE	tiki	ti ki	t i + k i	KokborokTripura	tipp1239	MR	
fire::place..hearth	185	FIREPLACE	ɔkdap	ɔkdap	ɔ k + d a p	BodoKokrajhar	bodo1269	DG	
fire::place..hearth	185	FIREPLACE	thapa	tʰa pa	tʰ a + p a	KauBruReang	hala1254	MR	
fire::place..hearth	185	FIREPLACE	thapa	tʰa pa	tʰ a + p a	KokborokDebbarma	debb1238	MR	oven
fire::place..hearth	185	FIREPLACE	thapha	tʰa pʰa	tʰ a + pʰ a	KokborokRupini	rupi1234	MR	oven
fire::place..hearth	185	FIREPLACE	thapa	tʰa pa	tʰ a + p a	KokborokTripura	tipp1239	MR	
fire::wood	10	FIREWOOD	bol	bol	b o l	KauBruReang	hala1254	MR	
fire::wood	10	FIREWOOD	bol	bol	b o l	KokborokDebbarma	debb1238	MR	
fire::wood	10	FIREWOOD	bol	bol	b o l	KokborokRupini	rupi1234	MR	
fire::wood	10	FIREWOOD	takta	tak ta	t a k + t a	KokborokTripura	tipp1239	MR	
firefly	206	FIREFLY	singyarouh	siŋ ja rouʔ	s i ŋ + j a + r ou ʔ	KauBruReang	hala1254	MR	
firefly	206	FIREFLY	chengkharu	ʧʰeŋ kʰa ru	ʧʰ e ŋ + kʰ a + r u	KokborokDebbarma	debb1238	MR	
firefly	206	FIREFLY	chwngkrima	ʧʰɯŋ k ri ma	ʧʰ ɯ ŋ + k + r i + m a	KokborokRupini	rupi1234	MR	
firefly	206	FIREFLY	shiyanru	ʃi jan ru	ʃ i + j a n + r u	KokborokTripura	tipp1239	MR	
fish	227	FISH	naʔ	naʔ	n a ʔ	BodoKokrajhar	bodo1269	DG	
fish	227	FISH	ah	aʔ	a ʔ	KauBruReang	hala1254	MR	
fish	227	FISH	aa	aa	aa	KokborokDebbarma	debb1238	MR	
fish	227	FISH	aa	aa	aa	KokborokRupini	rupi1234	MR	
fish	227	FISH	aw	aɯ	aɯ	KokborokTripura	tipp1239	MR	
fish:fermented	–	–	berema	be re ma	b e + r e + m a	KokborokDebbarma	debb1238	MR	
fish:fermented	–	–	berema	be re ma	b e + r e + m a	KokborokRupini	rupi1234	MR	
flee..run.away:to	956	FLEE	kʰarnai	kʰarnai	kʰ a r + n ai	BodoKokrajhar	bodo1269	DG	
flee..run.away:to	956	FLEE	khaih	kʰaiʔ	kʰ ai ʔ	KauBruReang	hala1254	MR	
flee..run.away:to	956	FLEE	khar	kʰar	kʰ a r	KokborokDebbarma	debb1238	MR	
flee..run.away:to	956	FLEE	khat	kʰat	kʰ a t	KokborokRupini	rupi1234	MR	
flee..run.away:to	956	FLEE	khalma	kʰal ma	kʰ a l + m a	KokborokTripura	tipp1239	MR	
float:to	1574	FLOAT	kphung	k pʰuŋ	k + pʰ u ŋ	KauBruReang	hala1254	MR	
float:to	1574	FLOAT	kuphung	ku pʰuŋ	k u + pʰ u ŋ	KokborokDebbarma	debb1238	MR	
float:to	1574	FLOAT	kuphung	ku pʰuŋ	k u + pʰ u ŋ	KokborokRupini	rupi1234	MR	
float:to	1574	FLOAT	kuphung	ku pʰuŋ	k u + pʰ u ŋ	KokborokTripura	tipp1239	MR	
flood:to	–	–	dɔibana	dɔibana	d ɔi + b a + n a	BodoKokrajhar	bodo1269	DG	
flood:to	–	–	twilom	tɯi lom	t ɯi + l o m	KauBruReang	hala1254	MR	
flood:to	–	–	twitor	tɯi tor	t ɯi + t o r	KokborokDebbarma	debb1238	MR	
flood:to	–	–	twitor	tɯi tor	t ɯi + t o r	KokborokRupini	rupi1234	MR	
flood:to	–	–	toi-lom	toi lom	t oi + l o m	KokborokTripura	tipp1239	MR	
flow..of.water:to	2003	FLOW	yor	jor	j o r	KauBruReang	hala1254	MR	
flow..of.water:to	2003	FLOW	yor	jor	j o r	KokborokDebbarma	debb1238	MR	
flow..of.water:to	2003	FLOW	kochog	ko ʧʰog	k o + ʧʰ o g	KokborokDebbarma	debb1238	MR	
flow..of.water:to	2003	FLOW	yor	jor	j o r	KokborokRupini	rupi1234	MR	
flow..of.water:to	2003	FLOW	kwchao	kɯ ʧʰao	k ɯ + ʧʰ ao	KokborokRupini	rupi1234	MR	
flow..of.water:to	2003	FLOW	boi	boi	b oi	KokborokTripura	tipp1239	MR	
flower	239	FLOWER	bibar	bibar	b i + b a r	BodoKokrajhar	bodo1269	DG	
flower	239	FLOWER	khum	kʰum	kʰ u m	KauBruReang	hala1254	MR	
flower	239	FLOWER	khum	kʰum	kʰ u m	KokborokDebbarma	debb1238	MR	
flower	239	FLOWER	khum	kʰum	kʰ u m	KokborokRupini	rupi1234	MR	
flower	239	FLOWER	khum	kʰum	kʰ u m	KokborokTripura	tipp1239	MR	
fly:to	1441	FLY (MOVE THROUGH AIR)	birnai	birnai	b i r + n ai	BodoKokrajhar	bodo1269	DG	
fly:to	1441	FLY (MOVE THROUGH AIR)	biow	bioɯ	b io ɯ	KauBruReang	hala1254	MR	
fly:to	1441	FLY (MOVE THROUGH AIR)	bir	bir	b i r	KokborokDebbarma	debb1238	MR	
fly:to	1441	FLY (MOVE THROUGH AIR)	bir	bir	b i r	KokborokRupini	rupi1234	MR	
fly:to	1441	FLY (MOVE THROUGH AIR)	bi	bi	b i	KokborokTripura	tipp1239	MR	
fog..mist	249	FOG	siyari	si ja ri	s i + j a + r i	KauBruReang	hala1254	MR	
fog..mist	249	FOG	siyari	si ja ri	s i + j a + r i	KokborokDebbarma	debb1238	MR	
fog..mist	249	FOG	siyari	si ja ri	s i + j a + r i	KokborokRupini	rupi1234	MR	
fog..mist	249	FOG	siyari	si ja ri	s i + j a + r i	KokborokTripura	tipp1239	MR	
forest	420	FOREST	haɡrabari	haɡrabari	ʔ a + ɡ r a + b a + r i	BodoKokrajhar	bodo1269	DG	
forest	420	FOREST	bolong	bo loŋ	b o + l o ŋ	KauBruReang	hala1254	MR	
forest	420	FOREST	bolong	bo loŋ	b o + l o ŋ	KokborokDebbarma	debb1238	MR	
forest	420	FOREST	borong	bo roŋ	b o + r o ŋ	KokborokRupini	rupi1234	MR	
forest	420	FOREST	balang	ba laŋ	b a + l a ŋ	KokborokTripura	tipp1239	MR	
forget:to	1523	FORGET	baunai	baunai	b au + n ai	BodoKokrajhar	bodo1269	DG	
forget:to	1523	FORGET	pau	pau	p au	KauBruReang	hala1254	MR	
forget:to	1523	FORGET	pok	pok	p o k	KokborokDebbarma	debb1238	MR	
forget:to	1523	FORGET	pao	pao	p ao	KokborokRupini	rupi1234	MR	
forget:to	1523	FORGET	palog	pa log	p a + l o g	KokborokTripura	tipp1239	MR	
fox	1312	FOX	siyal	si jal	s i + j a l	KauBruReang	hala1254	MR	
fox	1312	FOX	sial	sial	s ia l	KokborokDebbarma	debb1238	MR	
fox	1312	FOX	siar	siar	s ia r	KokborokRupini	rupi1234	MR	
fox	1312	FOX	siyal	si jal	s i + j a l	KokborokTripura	tipp1239	MR	
friend	1325	FRIEND	pal	pal	p a l	KauBruReang	hala1254	MR	
friend	1325	FRIEND	dol	dol	d o l	KokborokDebbarma	debb1238	MR	
friend	1325	FRIEND	pal	pal	p a l	KokborokDebbarma	debb1238	MR	
friend	1325	FRIEND	dol	dol	d o l	KokborokRupini	rupi1234	MR	
friend	1325	FRIEND	pal	pal	p a l	KokborokRupini	rupi1234	MR	
friend	1325	FRIEND	awfak	aɯ fak	aɯ + f a k	KokborokTripura	tipp1239	MR	
frog	503	FROG	ɛmbu	ɛmbu	ɛ m + b u	BodoKokrajhar	bodo1269	DG	
frog	503	FROG	yongla	joŋ la	j o ŋ + l a	KauBruReang	hala1254	MR	
frog	503	FROG	yongla	joŋ la	j o ŋ + l a	KokborokDebbarma	debb1238	MR	
frog	503	FROG	yongwla	joŋ ɯ la	j o ŋ + ɯ + l a	KokborokDebbarma	debb1238	MR	
frog	503	FROG	jongkra	ʧoŋ k ra	ʧ o ŋ + k + r a	KokborokRupini	rupi1234	MR	
frog	503	FROG	jongkwra	ʧoŋ kɯ ra	ʧ o ŋ + k ɯ + r a	KokborokRupini	rupi1234	MR	
frog	503	FROG	tatey	ta tej	t a + t e j	KokborokTripura	tipp1239	MR	
fruit	1507	FRUIT	mthai	m tʰai	m + tʰ ai	KauBruReang	hala1254	MR	
fruit	1507	FRUIT	thai	tʰai	tʰ ai	KokborokDebbarma	debb1238	MR	
fruit	1507	FRUIT	thai	tʰai	tʰ ai	KokborokRupini	rupi1234	MR	
fruit	1507	FRUIT	bathai	ba tʰai	b a + tʰ ai	KokborokTripura	tipp1239	MR	
full.:satiated:to.be	106	SATIATED	kha pungma	kʰa puŋ ma	kʰ a + p u ŋ + m a	KokborokTripura	tipp1239	MR	
full..container:to.be	1429	FULL	ploun	p loun	p + l ou n	KauBruReang	hala1254	MR	
full..container:to.be	1429	FULL	kuplung	ku p luŋ	k u + p + l u ŋ	KokborokDebbarma	debb1238	MR	
full..container:to.be	1429	FULL	kupulung	ku pu luŋ	k u + p u + l u ŋ	KokborokDebbarma	debb1238	MR	
full..container:to.be	1429	FULL	kuprung	ku p ruŋ	k u + p + r u ŋ	KokborokRupini	rupi1234	MR	
full..container:to.be	1429	FULL	kupurung	ku pu ruŋ	k u + p u + r u ŋ	KokborokRupini	rupi1234	MR	
full..container:to.be	1429	FULL	asta kupulung	a s ta ku pu luŋ	a + s + t a + k u + p u + l u ŋ	KokborokTripura	tipp1239	MR	
full..container:to.be	1429	FULL	asta	as ta	a s + t a	KokborokTripura	tipp1239	MR	
garlic	2368	GARLIC	risum kphuih	ri sum k pʰuiʔ	r i + s u m + k + pʰ ui ʔ	KauBruReang	hala1254	MR	
garlic	2368	GARLIC	risum	ri sum	r i + s u m	KokborokDebbarma	debb1238	MR	
garlic	2368	GARLIC	usun kuphut	u sun ku pʰu t	u + s u n + k u + pʰ u + t	KokborokRupini	rupi1234	MR	
garlic	2368	GARLIC	rusun	ru sun	r u + s u n	KokborokTripura	tipp1239	MR	
ghost..of.deceased	1175	GHOST	buraha	bu ra ha	b u + r a + h a	KauBruReang	hala1254	MR	
ghost..of.deceased	1175	GHOST	burasa	bu ra sa	b u + r a + s a	KokborokDebbarma	debb1238	MR	
ghost..of.deceased	1175	GHOST	burasa	bu ra sa	b u + r a + s a	KokborokRupini	rupi1234	MR	
ghost..of.deceased	1175	GHOST	matoi humya	ma toi hu mja	m a + t oi + h u + m j a	KokborokTripura	tipp1239	MR	
ginger	2500	GINGER	haiching	hai ʧʰiŋ	h ai + ʧʰ i ŋ	KauBruReang	hala1254	MR	
ginger	2500	GINGER	haching	ha ʧʰiŋ	h a + ʧʰ i ŋ	KokborokDebbarma	debb1238	MR	
ginger	2500	GINGER	haiching	hai ʧʰiŋ	h ai + ʧʰ i ŋ	KokborokRupini	rupi1234	MR	
ginger	2500	GINGER	haiching	hai ʧʰiŋ	h ai + ʧʰ i ŋ	KokborokTripura	tipp1239	MR	
girl:young	–	–	brwi	b rɯi	b + r ɯi	KauBruReang	hala1254	MR	
girl:young	–	–	burui	bu rui	b u + r ui	KokborokDebbarma	debb1238	MR	
girl:young	–	–	bwrwi	bɯ rɯi	b ɯ + r ɯi	KokborokDebbarma	debb1238	MR	
girl:young	–	–	bwrwi	bɯ rɯi	b ɯ + r ɯi	KokborokRupini	rupi1234	MR	
girl:young	–	–	buroi	bu roi	b u + r oi	KokborokTripura	tipp1239	MR	
give:to	1447	GIVE	hunai	hunai	ʔ u + n ai	BodoKokrajhar	bodo1269	DG	
give:to	1447	GIVE	rwdi	rɯ di	r ɯ + d i	KauBruReang	hala1254	MR	
give:to	1447	GIVE	ridi	ri di	r i + d i	KokborokDebbarma	debb1238	MR	
give:to	1447	GIVE	rwdi	rɯ di	r ɯ + d i	KokborokRupini	rupi1234	MR	
give:to	1447	GIVE	radi	ra di	r a + d i	KokborokTripura	tipp1239	MR	
go..general:to	695	GO	ɡudzandza	ɡudzandza	ɡ u + dz a n + dz a	BodoKokrajhar	bodo1269	DG	
go..general:to	695	GO	tʰaŋnai	tʰaŋnai	tʰ a ŋ + n ai	BodoKokrajhar	bodo1269	DG	
go..general:to	695	GO	tokhlai	to kʰ lai	t o + kʰ + l ai	KokborokDebbarma	debb1238	MR	
go..general:to	695	GO	tui tokhulai	tui to kʰu lai	t ui + t o + kʰ u + l ai	KokborokDebbarma	debb1238	MR	
go..general:to	695	GO	tui toksa	tui tok sa	t ui + t o k + s a	KokborokDebbarma	debb1238	MR	
go..general:to	695	GO	twi taokhwrai	tɯi tao kʰɯ rai	t ɯi + t ao + kʰ ɯ + r ai	KokborokRupini	rupi1234	MR	
go..general:to	695	GO	twi taosa	tɯi tao sa	t ɯi + t ao + s a	KokborokRupini	rupi1234	MR	
goat	1502	GOAT	bʊrma	bʊrma	b ʊ r + m a	BodoKokrajhar	bodo1269	DG	
goat	1502	GOAT	poin	poin	p oi n	KauBruReang	hala1254	MR	
goat	1502	GOAT	pun	pun	p u n	KokborokDebbarma	debb1238	MR	
goat	1502	GOAT	pun	pun	p u n	KokborokRupini	rupi1234	MR	
goat	1502	GOAT	pun	pun	p u n	KokborokTripura	tipp1239	MR	
gold	1369	GOLD	sona	sona	s o + n a	BodoKokrajhar	bodo1269	DG	Same. in standard Assamese = ɦon in my dialect ɦɔna
gold	1369	GOLD	rangjauh	raŋ ʧauʔ	r a ŋ + ʧ au ʔ	KauBruReang	hala1254	MR	
gold	1369	GOLD	rangchak	raŋ ʧʰak	r a ŋ + ʧʰ a k	KokborokDebbarma	debb1238	MR	
gold	1369	GOLD	rangkwchak	raŋ kɯ ʧʰak	r a ŋ + k ɯ + ʧʰ a k	KokborokRupini	rupi1234	MR	
gold	1369	GOLD	ranchak	ran ʧʰak	r a n + ʧʰ a k	KokborokTripura	tipp1239	MR	
gong	2502	GONG	darkhung	dar kʰuŋ	d a r + kʰ u ŋ	KauBruReang	hala1254	MR	
good:to.be	1035	GOOD	mudzaŋ	mudzaŋ	m u + dz a ŋ	BodoKokrajhar	bodo1269	DG	
good:to.be	1035	GOOD	hamha	ham ha	h a m + h a	KauBruReang	hala1254	MR	
good:to.be	1035	GOOD	ham	ham	h a m	KokborokDebbarma	debb1238	MR	
good:to.be	1035	GOOD	ham	ham	h a m	KokborokRupini	rupi1234	MR	
good:to.be	1035	GOOD	gum	gum	g u m	KokborokTripura	tipp1239	MR	
goose	1187	GOOSE	tokhum	to kʰum	t o + kʰ u m	KauBruReang	hala1254	MR	
goose	1187	GOOSE	takhum rajwgang	ta kʰum ra ʧɯ gaŋ	t a + kʰ u m + r a + ʧ ɯ + g a ŋ	KokborokDebbarma	debb1238	MR	
goose	1187	GOOSE	taokhom rajwgang	tao kʰom ra ʧɯ gaŋ	t ao + kʰ o m + r a + ʧ ɯ + g a ŋ	KokborokRupini	rupi1234	MR	
granddaughter	1619	GRANDDAUGHTER	msuh broi	m suʔ broi	m + s u ʔ + b r oi	KauBruReang	hala1254	MR	
granddaughter	1619	GRANDDAUGHTER	suk-ma	suk ma	s u k + m a	KokborokDebbarma	debb1238	MR	
granddaughter	1619	GRANDDAUGHTER	su-ma	su ma	s u + m a	KokborokRupini	rupi1234	MR	
granddaughter	1619	GRANDDAUGHTER	boroi busuksa	bo roi bu suk sa	b o + r oi + b u + s u k + s a	KokborokTripura	tipp1239	MR	
grandfather	1383	GRANDFATHER	abou	abou	a + b ou	BodoKokrajhar	bodo1269	DG	
grandfather	1383	GRANDFATHER	mmchu	m m ʧʰu	m + m + ʧʰ u	KauBruReang	hala1254	MR	
grandfather	1383	GRANDFATHER	mchi	m ʧʰi	m + ʧʰ i	KauBruReang	hala1254	MR	
grandfather	1383	GRANDFATHER	chu	ʧʰu	ʧʰ u	KauBruReang	hala1254	MR	
grandfather	1383	GRANDFATHER	achu	a ʧʰu	a + ʧʰ u	KokborokDebbarma	debb1238	MR	
grandfather	1383	GRANDFATHER	thagu	tʰa gu	tʰ a + g u	KokborokDebbarma	debb1238	MR	
grandfather	1383	GRANDFATHER	thagur	tʰa gur	tʰ a + g u r	KokborokDebbarma	debb1238	MR	
grandfather	1383	GRANDFATHER	chu	ʧʰu	ʧʰ u	KokborokRupini	rupi1234	MR	
grandfather	1383	GRANDFATHER	chuchu	ʧʰu ʧʰu	ʧʰ u + ʧʰ u	KokborokRupini	rupi1234	MR	
grandfather	1383	GRANDFATHER	chu-cho	ʧʰu ʧʰo	ʧʰ u + ʧʰ o	KokborokTripura	tipp1239	MR	
grandmother	1496	GRANDMOTHER	abəi	abəi	a + b əi	BodoKokrajhar	bodo1269	DG	As we have discussed; some vowels need to be reconsider such as e vs ɛ; ʊ vs ɯ; a vs a. Please check the word list and let me know your opinion. -DG
grandmother	1496	GRANDMOTHER	mmchoi	m m ʧʰoi	m + m + ʧʰ oi	KauBruReang	hala1254	MR	
grandmother	1496	GRANDMOTHER	mchoi	m ʧʰoi	m + ʧʰ oi	KauBruReang	hala1254	MR	
grandmother	1496	GRANDMOTHER	choi	ʧʰoi	ʧʰ oi	KauBruReang	hala1254	MR	
grandmother	1496	GRANDMOTHER	achoi	a ʧʰoi	a + ʧʰ oi	KokborokDebbarma	debb1238	MR	
grandmother	1496	GRANDMOTHER	nana	na na	n a + n a	KokborokDebbarma	debb1238	MR	
grandmother	1496	GRANDMOTHER	chwchwi	ʧʰɯ ʧʰɯi	ʧʰ ɯ + ʧʰ ɯi	KokborokRupini	rupi1234	MR	
grandmother	1496	GRANDMOTHER	chwi	ʧʰɯi	ʧʰ ɯi	KokborokRupini	rupi1234	MR	
grandmother	1496	GRANDMOTHER	cha-choi	ʧʰa ʧʰoi	ʧʰ a + ʧʰ oi	KokborokTripura	tipp1239	MR	
grandson	1618	GRANDSON	bisʊdzə	bisʊdzə	b i + s ʊ + dz ə	BodoKokrajhar	bodo1269	DG	
grandson	1618	GRANDSON	msuh kla	m suʔ kla	m + s u ʔ + k l a	KauBruReang	hala1254	MR	
grandson	1618	GRANDSON	suk-sa	suk sa	s u k + s a	KokborokDebbarma	debb1238	MR	
grandson	1618	GRANDSON	su-sa	su sa	s u + s a	KokborokRupini	rupi1234	MR	
grandson	1618	GRANDSON	chala busuksa	ʧʰa la bu suk sa	ʧʰ a + l a + b u + s u k + s a	KokborokTripura	tipp1239	MR	
grass	606	GRASS	kaŋsɯ	kaŋsɯ	k a ŋ + s ɯ	BodoKokrajhar	bodo1269	DG	
grass	606	GRASS	sam	sam	s a m	KauBruReang	hala1254	MR	
grass	606	GRASS	sam	sam	s a m	KokborokDebbarma	debb1238	MR	
grass	606	GRASS	sam	sam	s a m	KokborokRupini	rupi1234	MR	
grass	606	GRASS	jabra	ʧa bra	ʧ a + b r a	KokborokTripura	tipp1239	MR	
grasshopper	607	GRASSHOPPER	kuk	kuk	k u k	KauBruReang	hala1254	MR	
grasshopper	607	GRASSHOPPER	kuk	kuk	k u k	KokborokDebbarma	debb1238	MR	
grasshopper	607	GRASSHOPPER	kuk	kuk	k u k	KokborokRupini	rupi1234	MR	
grasshopper	607	GRASSHOPPER	lanju	lan ʧu	l a n + ʧ u	KokborokTripura	tipp1239	MR	
grind:to	354	POUND	hul	hul	h u l	KokborokDebbarma	debb1238	MR	grind
grind:to	354	POUND	hul	hul	h u l	KokborokRupini	rupi1234	MR	grind
gums	139	GUMS	warni	war ni	w a r + n i	KauBruReang	hala1254	MR	
gums	139	GUMS	waying	wa jiŋ	w a + j i ŋ	KokborokDebbarma	debb1238	MR	
gums	139	GUMS	waning	wa niŋ	w a + n i ŋ	KokborokRupini	rupi1234	MR	
gums	139	GUMS	wani	wa ni	w a + n i	KokborokTripura	tipp1239	MR	
gun	1566	GUN	slai	s lai	s + l ai	KauBruReang	hala1254	MR	
gun	1566	GUN	silai	si lai	s i + l ai	KokborokDebbarma	debb1238	MR	
gun	1566	GUN	sirai	si rai	s i + r ai	KokborokRupini	rupi1234	MR	
gun	1566	GUN	silai	si lai	s i + l ai	KokborokTripura	tipp1239	MR	
hail..precipitation	609	HAIL	kthor	k tʰor	k + tʰ o r	KauBruReang	hala1254	MR	
hail..precipitation	609	HAIL	kothor	ko tʰor	k o + tʰ o r	KokborokDebbarma	debb1238	MR	
hail..precipitation	609	HAIL	kwthwr	kɯ tʰɯr	k ɯ + tʰ ɯ r	KokborokRupini	rupi1234	MR	
hail..precipitation	609	HAIL	kathor watoi	ka tʰor wa toi	k a + tʰ o r + w a + t oi	KokborokTripura	tipp1239	MR	
hair..of.body	580	FUR	kʰumən	kʰumən	kʰ u + m ə n	BodoKokrajhar	bodo1269	DG	
hair..of.body	580	FUR	bukhumu	bu kʰu mu	b u + kʰ u + m u	KauBruReang	hala1254	MR	
hair..of.body	580	FUR	bukhumu	bu kʰu mu	b u + kʰ u + m u	KokborokDebbarma	debb1238	MR	
hair..of.body	580	FUR	bwkhwmwr	bɯ kʰɯ mɯr	b ɯ + kʰ ɯ + m ɯ r	KokborokRupini	rupi1234	MR	
hair..of.body	580	FUR	bukhumo	bu kʰu mo	b u + kʰ u + m o	KokborokTripura	tipp1239	MR	
hair..of.head	2648	HAIR (HEAD)	kʰanai	kʰanai	kʰ a + n ai	BodoKokrajhar	bodo1269	DG	
hair..of.head	2648	HAIR (HEAD)	khnai	kʰ nai	kʰ + n ai	KauBruReang	hala1254	MR	
